ID,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
6395,Toxic Holocaust,Evil Never Dies,Damned to Fire,21,122586,TRUE,0.349,0.994,9,-5.989,1,0.0978,1.84E-06,0.008,0.204,0.141,104.387,4,black-metal
98432,Mindi Dickstein;Jason Howland;'Little Women' Original Broadway Cast,Little Women - The Musical (Original Broadway Cast Recording),The Most Amazing Thing,25,120546,FALSE,0.464,0.346,7,-9.689,0,0.063,0.873,1.54E-06,0.241,0.646,165.48,4,show-tunes
26388,Piano Genie,Disney Favourites,"Two Worlds (From ""Tarzan"")",23,109573,FALSE,0.529,0.00879,10,-32.266,1,0.0587,0.996,0.959,0.0916,0.51,82.694,4,disney
53048,Tiësto,"#Multiverse, If the Multiverse Is Real",The Business,0,164000,FALSE,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4,house
100048,Bersuit Vergarabat,Triste Hora,Un Pacto - Live In Buenos Aires / 2001,0,295160,FALSE,0.364,0.549,7,-7.18,1,0.0328,0.425,3.81E-06,0.961,0.208,73.397,4,ska
21578,Tiwa Savage;Brandy,Water & Garri,Somebody’s Son (Ft Brandy),57,218130,FALSE,0.705,0.809,5,-4.484,1,0.068,0.145,5.75E-05,0.216,0.508,107.21,4,dancehall
11920,Blanco White,Colder Heavens EP,El Búho,53,231706,FALSE,0.554,0.393,3,-12.32,0,0.0316,0.929,0.000807,0.097,0.248,106.136,4,british
37892,Smokey Robinson & The Miracles,A Very 70s Christmas,Jingle Bells,0,167733,FALSE,0.565,0.676,2,-7.482,1,0.0384,0.335,0,0.125,0.963,103.554,4,funk
51750,Gorillaz;Beck,20's Rock,The Valley of the Pagans,0,181028,TRUE,0.75,0.856,2,-5.802,1,0.0457,0.0778,3.65E-05,0.117,0.94,130.034,4,hip-hop
93191,Vadim Kozin,"Russian Light Songs, Vol. 1: Recordings 1930 - 1960",Friendship [Druzhba],7,157773,FALSE,0.373,0.447,7,-6.222,0,0.0437,0.993,0.0347,0.276,0.469,83.193,4,romance
109749,FPI Project,FPI Project - The Best Of (Kings Of Italo Disco),Everybody (All Over The World) - Dance Version,28,313813,FALSE,0.778,0.842,2,-8.897,1,0.0567,0.0345,0.176,0.0488,0.788,121.974,4,techno
96668,Exaltasamba,Pagode Do Exalta Ao Vivo,Eu Chorei,38,293826,FALSE,0.446,0.579,9,-9.173,1,0.0434,0.768,0,0.609,0.549,155.284,4,samba
112901,TNK;Jay Jones;Gundy;Wahu,"Drop It Low, (Extended)","Drop It Low, (Extended)",0,406308,TRUE,0.551,0.81,11,-6.992,1,0.0335,0.0605,0,0.15,0.364,149.996,4,turkish
70462,Crowd Lu,幾分之幾,幾分之幾 - 電影<花甲大人轉男孩>主題曲,56,228570,FALSE,0.519,0.342,1,-5.54,1,0.0257,0.636,0,0.1,0.425,143.819,4,mandopop
21671,Gifta,Vé pa,Vé pa,28,142040,FALSE,0.811,0.471,11,-10.268,1,0.431,0.0684,0,0.0807,0.963,98.011,4,dancehall
68739,Ñejo,Yo Soy la Fama,No Lo Pienses Mas,46,182293,TRUE,0.838,0.83,7,-6.123,1,0.0645,0.0142,0.0617,0.184,0.846,93.019,4,latino
53959,Hardwell;Maddix,Bella Ciao,Bella Ciao,59,203769,FALSE,0.615,0.892,4,-4.688,0,0.0472,0.00214,0.000185,0.227,0.23,129.969,4,house
19997,Salebarbes,Gin à l'eau salée,Gin à l'eau salée,41,187982,FALSE,0.494,0.966,5,-5.578,1,0.0724,0.0158,0,0.178,0.566,172.281,4,country
83464,Duke Dumont;Shaun Ross,"Red Light Green Light (For Club Play Only, Pt. 6)","Red Light Green Light - For Club Play Only, Pt. 6",64,211208,FALSE,0.811,0.825,2,-5.48,1,0.0654,0.000646,0.517,0.0689,0.95,124.005,4,progressive-house
7231,The Brothers Comatose,Turning Up The Ground,Gone Gone Gone,29,264842,FALSE,0.57,0.782,2,-5.601,1,0.0267,0.476,0.0321,0.126,0.668,105.4,4,bluegrass
30246,Alesso;Katy Perry,Arbeitsmusik Herbst/Winter 2022/2023,When I'm Gone,0,161266,FALSE,0.685,0.886,0,-4.179,1,0.034,0.028,0,0.481,0.615,125.034,4,edm
89645,Alexis y Fido;Yandel,Noche de Halloween Latino,Te Reto,1,232213,FALSE,0.824,0.681,6,-5.473,0,0.315,0.0107,0,0.15,0.516,170.042,4,reggaeton
40393,Gerson Rufino,Não Preciso de Licença,Olha Eu Aqui,41,248000,FALSE,0.657,0.691,7,-5.696,1,0.0324,0.0805,0,0.0933,0.382,139.99,4,gospel
81801,Giveon,TAKE TIME,Heartbreak Anniversary,84,198370,FALSE,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02E-06,0.303,0.543,89.087,3,pop
40491,Valesca Mayssa,Boa Obra,Boa Obra,41,327727,FALSE,0.575,0.726,6,-3.582,1,0.0288,0.147,0,0.0942,0.586,132.029,4,gospel
82684,The Replacements,Don't Tell a Soul (Expanded),Anywhere's Better Than Here - 2008 Remaster,23,167760,FALSE,0.615,0.874,11,-5.887,1,0.0429,0.0603,4.00E-04,0.767,0.826,130.456,4,power-pop
93498,Vladimir Nechaev,"Russian Legends - Vladimir Nechaev, Vol. 2",Otsluzhu k tebe priedu,0,194883,FALSE,0.575,0.43,5,-8.378,0,0.0319,0.99,0.0159,0.532,0.749,105.857,4,romance
6768,Triptykon,Eparistera Daimones,In Shrouds Decayed,17,415933,FALSE,0.487,0.456,9,-7.037,1,0.0349,0.00663,0.00962,0.119,0.037,118.035,4,black-metal
40318,Israel Salazar;Gabriel Guedes de Almeida,Canção Ao Cordeiro (Ao Vivo),Canção Ao Cordeiro - Ao Vivo,43,365206,FALSE,0.393,0.532,1,-11.796,0,0.0412,0.0121,0,0.111,0.225,133.997,4,gospel
91120,Twenty One Pilots,All Out Alternative,Stressed Out,2,202333,FALSE,0.735,0.638,4,-5.67,0,0.139,0.0459,2.38E-05,0.0602,0.669,169.976,4,rock
2704,The Score;blackbear,Pressure,Dreamin (with blackbear),59,198640,TRUE,0.609,0.726,1,-3.947,0,0.108,0.00252,0,0.0745,0.616,79.967,4,alt-rock
67026,Daddy Yankee,Clásicos de ahora: Perreo,RUMBATÓN,0,248768,FALSE,0.685,0.909,3,-4.034,0,0.0396,0.0471,0,0.35,0.922,95.004,4,latin
18948,Kathleen Madigan,Gone Madigan,"Web MD, Uso Tour",21,343476,TRUE,0.632,0.828,6,-5.469,0,0.896,0.841,0,0.925,0.514,135.96,4,comedy
86723,SUPERIOTS,Kita Bukan Mereka,Aku Yang Malang 1,38,239498,FALSE,0.698,0.789,7,-6.026,1,0.0298,0.00625,0.000732,0.163,0.844,124.001,4,punk
16708,Wolfgang Amadeus Mozart;Mitsuko Uchida;Cleveland Orchestra,Mozart: A Night of Classics,"Piano Concerto No. 27 in B-Flat Major, K. 595: 2. Larghetto - Live",7,452706,FALSE,0.18,0.0115,3,-30.172,1,0.0399,0.987,0.851,0.0991,0.0861,70.428,4,classical
792,AJJ,Only God Can Judge Me and More,Unicron,28,73066,TRUE,0.495,0.531,0,-6.372,1,0.0582,0.696,0,0.165,0.827,155.227,4,acoustic
35660,Josué Bom de Faixa,Coração De Papel,Coração De Papel,39,172588,FALSE,0.71,0.822,7,-2.324,1,0.0426,0.348,0,0.132,0.729,158.012,4,forro
90826,Angelica Maria,La Basurita,La Basurita,28,145240,FALSE,0.811,0.378,9,-7.448,1,0.0549,0.76,2.90E-06,0.0374,0.873,109.533,4,rock-n-roll
31735,Oh Wonder,Herbststimmung,Happy,0,172906,FALSE,0.697,0.515,6,-8.472,1,0.0331,0.455,0,0.0922,0.514,101.977,4,electro
106222,Seinabo Sey;Kygo,Pretend,Younger - Kygo Remix,65,351578,FALSE,0.69,0.489,5,-7.938,1,0.0788,0.13,0.00022,0.0815,0.645,114.008,4,swedish
83927,ATTLAS;Mango,Over The Water,Over The Water,50,210000,FALSE,0.628,0.769,8,-9.046,1,0.0326,0.00676,0.546,0.0632,0.192,120.003,4,progressive-house
72205,Dead by April,Worlds Collide,Crying Over You,51,265226,FALSE,0.377,0.955,8,-4.581,0,0.0924,0.00113,0.634,0.341,0.506,180.048,4,metalcore
108863,Nelly Omar,Nelly Omar - Desde el alma,La cumparsita,16,146720,FALSE,0.545,0.339,4,-8.627,0,0.0408,0.96,6.58E-05,0.122,0.452,60.748,4,tango
31061,Julia Michaels;Niall Horan,Inner Monologue Part 1,What A Time (feat. Niall Horan),82,173306,FALSE,0.516,0.467,0,-6.184,1,0.0302,0.662,0,0.0853,0.386,132.861,4,electro
67733,Mariah Angeliq,El perreo es el futuro,Perreito,0,123680,TRUE,0.737,0.607,0,-3.599,1,0.0835,0.194,0.11,0.132,0.528,179.957,4,latin
46074,Scooter,20 Years of Hardcore (Remastered),David Doesn't Eat,29,216666,FALSE,0.515,0.938,10,-4.434,1,0.0912,4.18E-05,0.00103,0.804,0.502,141.982,4,happy
43036,Gojira,Metal,Stranded,0,269533,FALSE,0.512,0.879,7,-4.69,0,0.031,9.54E-05,0.00745,0.0824,0.484,92.358,4,groove
17859,JVLIAH,Jericho,Jericho,38,192897,FALSE,0.479,0.812,1,-7.042,1,0.0568,0.00333,0.94,0.981,0.0248,106.991,4,club
9287,Eyshila,Terremoto,Casa de Bênção,47,358051,FALSE,0.485,0.444,0,-8.956,1,0.0296,0.505,0,0.753,0.267,94.77,4,brazil
71132,Marilyn Manson,Pumpkin Patch Hits,The Beautiful People,0,222773,TRUE,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,4,metal
6311,Burzum,Burzum/Aske,War,46,150466,FALSE,0.178,0.785,9,-11.093,1,0.0476,0.0077,0.0161,0.239,0.535,175.939,4,black-metal
56377,Tribal Rain,Roka Yo Samay,Chinta,47,259683,FALSE,0.735,0.297,3,-11.889,1,0.0324,0.931,0.0621,0.109,0.723,97.97,4,indie-pop
23782,Olly James,The Age Of Rave,The Age Of Rave,51,184229,FALSE,0.602,0.917,7,-4.933,1,0.0876,0.0042,0.63,0.102,0.237,142.045,4,deep-house
27480,Calyx & TeeBee,All or Nothing,Scavenger,18,305267,FALSE,0.538,0.86,7,-5.572,1,0.179,0.00272,0.492,0.316,0.364,172.015,4,drum-and-bass
63416,HOTEI,STILL ALIVE,STILL ALIVE,36,250440,FALSE,0.465,0.988,2,-2.888,1,0.074,0.00504,0.00166,0.313,0.665,171.981,4,j-rock
80666,Ajay-Atul,Dhadak,Zingaat,59,226501,FALSE,0.834,0.788,6,-7.294,0,0.213,0.359,0.27,0.396,0.705,130.032,4,pop-film
65574,aespa,Black Mamba,Black Mamba,70,174933,FALSE,0.52,0.915,2,-2.862,1,0.103,0.0618,0.000946,0.0856,0.5,90.069,4,k-pop
44836,Pearl Jam,Yield,Do the Evolution,61,231253,FALSE,0.466,0.981,10,-5.011,1,0.063,0.00041,0.0108,0.0673,0.325,140.643,4,grunge
18176,Kyle Kinane,Death of the Party,I'll Be with You Tonight,25,480226,TRUE,0.558,0.588,11,-7.35,1,0.941,0.834,0,0.861,0.597,80.92,4,comedy
85990,Herra Ylppö,"Leipää, lempee, lämpöö (Vain elämää kausi 11)","Leipää, lempee, lämpöö (Vain elämää kausi 11)",35,222422,FALSE,0.579,0.443,5,-10.622,1,0.0268,0.51,0.00352,0.121,0.271,154.518,3,punk-rock
34133,Raghu Dixit,Just Maath Maathali,Baanina Haniyu,47,164832,FALSE,0.484,0.384,5,-7.282,1,0.0314,0.517,0,0.149,0.185,134.242,3,folk
9917,Yung Buda;Sem dó,Zero,The End,44,243066,TRUE,0.444,0.873,2,-7.524,1,0.32,0.0273,0.000154,0.298,0.149,88.549,5,brazil
363,Amber Leigh Irish,Simply Acoustic,2002 - Acoustic,57,145056,FALSE,0.589,0.296,0,-9.335,1,0.083,0.842,0,0.0736,0.611,165.799,3,acoustic
102035,Prateek Kuhad,Tum Jab Paas - Single,Tum Jab Paas,60,235932,FALSE,0.751,0.344,6,-7.712,1,0.0379,0.528,1.62E-06,0.113,0.471,122.1,3,songwriter
57181,Prateek Kuhad,Karwaan,Saansein,54,266041,FALSE,0.693,0.518,1,-9.146,1,0.0282,0.653,0.531,0.138,0.374,128.041,4,indie
42784,Trap Them,Crown Feral,"Malengines Here, Where They Should Be",12,212120,FALSE,0.308,0.988,0,-3.654,1,0.121,1.94E-06,0.878,0.678,0.152,143.802,4,grindcore
3436,Jimmy Eat World,Alternative Christmas 2022,Last Christmas,0,267493,FALSE,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.20E-06,0.33,0.715,126.042,4,alternative
12351,my little airport,火炭麗琪,第十支煙,31,236448,FALSE,0.564,0.665,0,-9.257,1,0.0642,0.131,0.026,0.0971,0.494,134.119,4,cantopop
56321,JVKE,this is what sadness feels like (214Hz),this is what sadness feels like,50,191830,FALSE,0.483,0.321,10,-10.401,0,0.0719,0.82,0.000107,0.128,0.148,141.28,3,indie-pop
111336,Hooverphonic,The Best of Hooverphonic,The World Is Mine,21,233400,FALSE,0.654,0.886,5,-5.074,0,0.0618,0.0279,6.06E-06,0.0838,0.845,90.269,4,trip-hop
112125,Saian,Yeni Beyaz,Yeni Beyaz,44,178586,FALSE,0.726,0.57,11,-8.641,0,0.325,0.436,4.31E-06,0.109,0.282,90.025,4,turkish
20018,Charlie Puth;Jung Kook;BTS,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),92,154486,FALSE,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32E-05,0.0901,0.719,101.058,4,dance
83412,Porter Robinson,Nurture,Look at the Sky,59,309985,FALSE,0.568,0.564,6,-8.231,1,0.0273,0.0105,0.000127,0.0766,0.385,115.059,4,progressive-house
17433,KilSoSouth,Raise Your Glass (Jersey Club),Raise Your Glass - Jersey Club,18,76776,FALSE,0.645,0.43,10,-8.803,0,0.381,0.00299,0.000125,0.551,0.468,170.101,4,club
85493,GIT,"GIT, El Album",Sólo Un Hombre De Suerte,39,276586,FALSE,0.808,0.415,2,-11.871,1,0.0286,0.124,0.000232,0.154,0.737,112.634,4,punk-rock
36626,Sofiane;Sifax,La Direction,Bout de papier,33,182746,FALSE,0.857,0.621,2,-5.302,1,0.298,0.305,0,0.139,0.414,129.872,4,french
1821,Tony Allen With Africa 70,"Progress, Jealousy",Jealousy,17,683893,FALSE,0.866,0.636,1,-12.801,1,0.134,0.222,0.558,0.131,0.859,99.615,4,afrobeat
16512,Parveen Sultana;R. D. Burman,Kudrat,Humen Tumse Pyar Kitna,31,293040,FALSE,0.427,0.336,9,-12.126,0,0.0356,0.983,0.0774,0.214,0.506,109.602,4,classical
85919,Muchy,Szaroróżowe,22 godziny,36,247133,FALSE,0.678,0.667,1,-6.482,1,0.0348,0.0165,7.19E-05,0.157,0.427,106.018,4,punk-rock
57367,Ellie Goulding,Halcyon Days,Burn,71,231211,FALSE,0.559,0.777,1,-5.031,1,0.0432,0.31,0,0.105,0.329,87.016,4,indie
19021,Zach Bryan,rainy day indie,November Air,2,243709,FALSE,0.429,0.197,3,-9.798,1,0.032,0.774,3.02E-06,0.146,0.197,128.49,4,country
100924,Attaque 77,Antihumano,Exodo-Ska/No Llores Por Mi Argentina,34,209906,FALSE,0.605,0.878,7,-5.103,1,0.0393,0.0761,1.36E-06,0.158,0.735,153.062,4,ska
28167,Tristam;Braken,Frame of Mind,Frame of Mind,58,274285,FALSE,0.435,0.725,1,-6.969,1,0.0609,0.0424,3.89E-06,0.105,0.397,174.989,4,dub
69235,Santesh,Silap Kahwin,Naa Venuma,38,236425,FALSE,0.508,0.928,7,-5.373,1,0.0966,0.0795,0.0134,0.0993,0.76,149.894,4,malay
112660,Son Feci Bisiklet,Çikolata,Çikolata,39,200145,FALSE,0.541,0.84,4,-10.416,1,0.0338,0.146,0.00986,0.302,0.91,137.04,4,turkish
98634,Jubiläumscast Wien 2012,Elisabeth - Gesamtaufnahme Live - Jubiläumsfassung,Die Maladie,23,118560,FALSE,0.529,0.268,2,-13.059,0,0.0645,0.668,0,0.395,0.344,80.925,4,show-tunes
66196,Christopher Zondaflex Tyler,Mr. Chris' Tap Music for Kids,Warm Up,18,132859,FALSE,0.898,0.509,9,-14.451,1,0.387,0.00254,0,0.281,0.822,110.047,4,kids
694,The Bridge City Sinners,Bridge City Sinners,Laugh While You Can,28,168118,FALSE,0.672,0.879,9,-3.693,1,0.114,0.629,4.09E-06,0.169,0.74,119.996,4,acoustic
97166,Bruninho & Davi;João Bosco & Vinicius,Quase Ontem (Ao Vivo) [Deluxe],Casal Bagaceira (feat. João Bosco & Vinícius) - Ao Vivo,51,195762,FALSE,0.784,0.73,8,-5.898,0,0.0411,0.235,0,0.547,0.735,118.012,4,sertanejo
49648,Jebroer;Paul Elstak;The BeatKrusher,b2s Presents Paul Elstak,Me Gabber - DJ Paul Elstak & BeatKrusher Remix,22,205351,FALSE,0.553,0.928,7,-3.544,0,0.13,0.0251,0,0.171,0.305,160.044,4,hardstyle
4095,Dmitri Shostakovich;Ares Trio,Babadjanian: Piano Trio - Shostakovich: Piano Trio No. 2,Piano Trio No. 2 in E Minor: II. Allegro con brio,2,177013,FALSE,0.442,0.286,1,-16.598,1,0.0419,0.968,0.811,0.0886,0.629,146.761,3,ambient
102556,Osho Jain,Kya Pata,Kya Pata,37,207272,FALSE,0.756,0.308,7,-11.352,1,0.0461,0.809,0,0.346,0.11,131.868,3,songwriter
70974,邰正宵,歌者1 男懂女人心,情難枕,22,261000,FALSE,0.56,0.525,8,-7.294,1,0.0319,0.505,1.02E-05,0.0817,0.434,115.877,4,mandopop
82459,The Posies,Amazing Disgrace,Please Return It,22,209906,FALSE,0.303,0.899,5,-8.365,1,0.0697,0.00209,0,0.102,0.223,132.376,4,power-pop
35061,Zé Vaqueiro,Do Melhor Jeito,Volta Pro Seu Nego,48,149210,FALSE,0.684,0.922,0,-2.383,1,0.0401,0.492,0.00318,0.349,0.947,158.066,4,forro
87245,Mariano Barba,De Parranda Con Mariano Barba,El Mono de Alambre - Versión Original,48,185133,TRUE,0.807,0.714,8,-5.272,1,0.0502,0.512,0,0.0638,0.966,108.834,4,r-n-b
46210,2 Brothers On The 4th Floor,Fly (Through The Starry Night),Fly,23,208227,FALSE,0.696,0.898,0,-4.664,0,0.0329,0.0388,0.0646,0.461,0.759,134.028,4,happy
112357,Ahiyan,Zindan,Zindan,41,136901,FALSE,0.65,0.519,6,-7.886,0,0.129,0.307,0.00284,0.104,0.515,141.892,4,turkish
65710,TOMORROW X TOGETHER,The Dream Chapter: ETERNITY,Can't You See Me?,67,201445,FALSE,0.59,0.818,9,-2.988,0,0.0771,0.0584,0,0.205,0.664,139.925,4,k-pop
83048,Swedish House Mafia;John Martin,Larga Vida al Electro,Don't You Worry Child - Radio Edit,0,211360,FALSE,0.609,0.83,11,-3.229,0,0.0552,0.117,0,0.18,0.478,128.986,4,progressive-house
109987,Seiko Matsuda,SEIKO STORY〜80's HITS COLLECTION〜,夏の扉,25,212346,FALSE,0.604,0.879,11,-5.397,0,0.0409,0.122,2.55E-05,0.251,0.796,155.022,4,techno
49129,Special Krew;Arjon Oostrom,Tomos,Tomos,30,214822,FALSE,0.583,0.942,7,-2.759,1,0.04,0.00168,0.0251,0.406,0.322,169.966,4,hardstyle
65081,Dhanush;Selvaraghavan,Mayakkam Enna,Kadhal Yen Kadhal,62,367446,FALSE,0.823,0.689,10,-7.791,0,0.0639,0.247,0.000139,0.133,0.569,104.996,4,k-pop
68900,Canticuénticos,"¿Por Qué, Por Qué?",Hay Secretos,40,208386,FALSE,0.481,0.18,0,-11.993,1,0.0356,0.831,0,0.109,0.151,140.485,3,latino
103362,The Jackson 5,Xmas Classics 2022,Santa Claus Is Coming To Town,0,144080,FALSE,0.691,0.776,0,-4.177,1,0.0341,0.458,1.68E-05,0.33,0.961,146.861,4,soul
86073,Yeah Yeah Yeahs;A-Trak,Twisted Halloween Hits,Heads Will Roll - A-Trak Remix,0,383893,FALSE,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,4,punk
54450,Dither;Promo,Tools of Demolition,Strictly Hardcore,12,198666,FALSE,0.47,0.96,5,-1.604,0,0.385,0.021,0.000244,0.213,0.194,180.011,4,idm
6731,Sodom,Bombenhagel,Pestiferous Posse,18,305346,FALSE,0.35,0.985,4,-4.832,0,0.0885,0.000691,0.175,0.106,0.12,105.932,4,black-metal
75918,Yanni,The Very Best Of Yanni,Looking Glass,28,401906,FALSE,0.36,0.595,0,-12.783,1,0.0327,0.156,0.206,0.0961,0.211,97.122,4,new-age
7674,Flatt Lonesome,Runaway Train,Mixed Up Mess of a Heart,22,166899,FALSE,0.785,0.663,10,-7.179,1,0.0328,0.687,0.000498,0.137,0.937,106.062,4,bluegrass
82834,Elvis Costello & The Attractions;Cami,Spanish Model,La Chica De Hoy (This Year's Girl),22,209280,FALSE,0.614,0.868,9,-4.573,0,0.0406,0.000183,0.0394,0.202,0.875,133.186,4,power-pop
111180,Faithless;Suli Breaks;Jazzie B.;MEDUZA,Innadadance (feat. Suli Breaks & Jazzie B) [Meduza Remix] [Edit],Innadadance (feat. Suli Breaks & Jazzie B) [Meduza Remix] - Edit,51,191612,FALSE,0.623,0.758,7,-6.791,0,0.0434,0.124,0.195,0.219,0.196,124.024,4,trip-hop
4303,Cigarettes After Sex,Each Time You Fall in Love,Each Time You Fall in Love,45,290160,FALSE,0.382,0.533,10,-8.829,1,0.0277,0.471,0.688,0.14,0.276,76.019,4,ambient
15251,Weston Estate,So Good,So Good,63,146273,FALSE,0.795,0.584,8,-5.758,0,0.0396,0.172,2.99E-05,0.103,0.785,127.05,4,chill
25520,Boys,Łobuz i Drań,Łobuz,32,238759,FALSE,0.829,0.732,8,-7.75,1,0.0696,0.0395,0.00182,0.128,0.735,145.914,4,disco
14986,The Countdown Kids,Happy Halloween! (Spooky Favorites for Kids),"Theme from ""The Addams Family""",0,84000,FALSE,0.717,0.673,5,-4.645,1,0.251,0.801,0.0161,0.0214,0.963,60.799,4,children
12138,my little airport,I ALSO DON'T KNOW (Live),QUEEN - Live,34,202556,FALSE,0.484,0.457,7,-12.104,1,0.0348,0.446,0.00252,0.892,0.406,81.381,4,cantopop
85555,Waterparks;blackbear,LOVE ABOUT IT,LOVE ABOUT IT (feat. blackbear),57,172375,FALSE,0.49,0.84,9,-3.777,0,0.0571,0.0289,0,0.726,0.426,158.101,4,punk-rock
58113,Nine Inch Nails,With Teeth (Bonus Tracks),Every Day Is Exactly The Same,53,294893,FALSE,0.607,0.941,0,-6.163,1,0.0486,0.0217,0.071,0.119,0.414,144.04,4,industrial
85300,The Stooges,Timeless Rock Hits,I Wanna Be Your Dog,0,190440,FALSE,0.541,0.913,4,-8.03,1,0.0359,0.0681,0.0521,0.414,0.113,120.634,4,punk-rock
93334,"Nikolai Erdenko;Ансамбль ""Джанг""",Лучшая цыганская музыка. Часть третья,Что делать,0,200293,FALSE,0.36,0.141,4,-15.662,0,0.0292,0.938,0.000494,0.14,0.223,75.581,4,romance
81263,Tanishk Bagchi;Gippy Grewal;Zahrah S Khan;Romy;Abrar Ul Haq,"The Punjaabban Song (From ""Jugjugg Jeeyo"")","The Punjaabban Song (From ""Jugjugg Jeeyo"")",70,199029,FALSE,0.779,0.964,10,-2.888,0,0.0995,0.0858,1.46E-05,0.676,0.613,139.241,4,pop
20363,The Chainsmokers,Memories...Do Not Open,Paris,74,221506,FALSE,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,4,dance
78593,Lollies,Après Ski Hits - Party total !,Arsch im Schnee - Skihütten Mix,27,181973,FALSE,0.742,0.985,7,-1.267,1,0.138,0.148,0,0.39,0.965,134.011,4,party
18741,Patton Oswalt,Finest Hour,The Spirit Cave,22,204386,TRUE,0.654,0.793,2,-5.408,1,0.939,0.691,0,0.888,0.483,84.823,4,comedy
38938,The Frights,You Are Going to Hate This,You Are Going to Hate This,59,186559,FALSE,0.565,0.762,9,-7.713,1,0.0309,0.00546,0.169,0.623,0.63,99.932,4,garage
15180,keshi,bandaids,blue,66,178600,FALSE,0.513,0.563,1,-8.689,1,0.0338,0.0701,1.62E-06,0.0956,0.217,160.051,4,chill
21175,Omah Lay,Boy Alone,soso,63,183056,FALSE,0.711,0.725,3,-8.315,0,0.0941,0.424,0.129,0.11,0.53,105.016,4,dancehall
90942,The Good The Bad and The Zugly,Algorithm & Blues,Welcome to the Great Indoors,28,254413,TRUE,0.407,0.949,4,-7.267,1,0.0647,0.000181,0.000122,0.328,0.165,105.077,4,rock-n-roll
81227,Ed Sheeran;Lil Baby,Your Perfect Soundtrack,2step,0,163449,FALSE,0.693,0.643,4,-5.867,0,0.0828,0.138,0,0.108,0.477,95.055,4,pop
76576,Nana Mouskouri,Un Bolero Por Favor,No Me Quieras Tanto,21,211333,FALSE,0.459,0.441,7,-10.244,1,0.118,0.88,8.90E-05,0.112,0.331,178.748,4,opera
124,Ross Copperman,Holding On And Letting Go - Single,Holding On And Letting Go,49,319000,FALSE,0.502,0.53,2,-9.573,1,0.0266,0.805,0.000738,0.0728,0.102,78.046,4,acoustic
59062,Alphaxone,Edge of Solitude,Lost Horizon,7,348821,FALSE,0.0919,0.222,5,-30.436,1,0.0817,0.61,0.961,0.157,0.0484,88,4,iranian
43147,Novo Som,"Para Sempre, Vol. 1",Pra Você,37,294586,FALSE,0.562,0.406,5,-9.924,1,0.0267,0.654,0,0.0753,0.263,127.68,4,groove
8947,The Changcuters,Visualis,Mengapa Sahabat Pacarku Lebih Cantik dari Pacarku ?!,33,200226,FALSE,0.358,0.987,11,-3.334,0,0.249,0.0102,8.58E-05,0.226,0.457,161.914,4,blues
23998,Crazy P,"Om Lounge, Vol. 12",Heartbreaker,26,324693,FALSE,0.878,0.839,3,-6.155,0,0.0352,0.189,0.763,0.138,0.707,120.004,4,deep-house
38397,The Spits,The Spits,Spit Me Out,29,72000,FALSE,0.315,0.879,7,-2.713,1,0.0425,0.0453,1.84E-06,0.274,0.424,97.984,4,garage
34825,Kailash Kher,Best Of Kailash Kher,"Tujhe Main Pyar Karu (From ""1920"")",34,307478,FALSE,0.556,0.597,11,-6.364,0,0.0366,0.342,0,0.141,0.331,96.99,4,folk
59501,Saeed Dehghan;Beatbynajwa,Vintage Effort,Unstoppable,3,207856,FALSE,0.541,0.929,2,-4.298,1,0.0683,0.0189,0.677,0.241,0.154,160.051,3,iranian
58591,Imperative Reaction,As We Fall,Only In My Mind,22,286546,FALSE,0.507,0.997,2,-5.912,0,0.0489,0.00265,0.387,0.0762,0.873,135,4,industrial
75841,Dan Gibson's Solitudes,Island Spa,Island Smile,21,368708,FALSE,0.0651,0.0398,0,-34.71,1,0.0434,0.811,0.84,0.933,0.0772,68.777,4,new-age
80393,Vishal Dadlani;Sachin-Jigar,"Kudi Nu Nachne De (From ""Angrezi Medium"")","Kudi Nu Nachne De (From ""Angrezi Medium"")",63,172381,FALSE,0.834,0.688,9,-7.494,1,0.0653,0.175,0,0.174,0.876,117.949,4,pop-film
94833,Valera,WANT U BAD,WANT U BAD,43,133370,FALSE,0.702,0.425,5,-12.442,1,0.09,0.266,0.243,0.135,0.376,135.001,4,sad
44874,Audioslave,Audioslave,Cochise,66,222026,FALSE,0.452,0.873,9,-4.867,1,0.0613,0.000519,0,0.0592,0.433,80.473,4,grunge
69506,K. S. Harisankar;Anna Kurian,Adam,Adam,25,253384,FALSE,0.488,0.253,4,-12.841,0,0.0353,0.901,1.92E-05,0.123,0.151,129.93,3,malay
